Team,First_name,Last_name,GP,GS,MPG,USG_P,OFF_RTG,DEF_RTG,TS_P,EFG_P,FT_RATE,3FG_TEND,OFF_REB_P,DEF_REB_P,REB_P,AST_P,STL_P,BLK_P,TO_P
Tennessee,"9 Bowden, Jordan G",f,30,28,22.8,17.8,109.9,103.5,0.518,0.458,31.2,55,3.7,10.1,6.3,0.114,0.022,0.008,0.087
Tennessee,"10 Phillips, Shembari G",f,31,13,20.9,16.9,99.2,103.7,0.522,0.444,49.7,31.8,3.4,12.5,7.2,0.150,0.017,0.007,0.193
Tennessee,"11 Fulkerson, John F",f,10,6,16,14.1,117.3,92.1,0.606,0.567,66.7,0,9.2,21.9,14.2,0.121,0.039,0.059,0.171
Tennessee,"12 Evans, Lew F",f,32,3,14.8,13.9,101.5,103.9,0.497,0.42,62.1,50.6,7.8,12.9,9.5,0.112,0.012,0.016,0.190
Tennessee,"13 Parker, Kwe G",f,25,1,8.1,13.7,60.2,104.4,0.348,0.371,25.8,41.9,2.1,9.2,5.1,0.189,0.017,0.016,0.400
Tennessee,"14 Alexander, Kyle F",f,32,23,14,13.2,107.1,99.9,0.489,0.472,50,6.8,13.5,17.6,14.3,0.025,0.008,0.078,0.123
Auburn,"1 Macoy, Will G",f,4,0,1.8,39.8,-,94.7,0.667,0.667,0,83.3,0,15.3,6.9,0.000,0.078,0.000,0.000
Auburn,"2 Keim, Patrick G",f,5,0,1.6,28.3,103.1,101,0.515,0.5,66.7,66.7,0,40.2,18.2,0.461,0.000,0.000,0.205
Auburn,"3 Heron, Mustapha G",f,32,32,28.2,25.8,108.1,106.8,0.574,0.506,51.7,30.2,6.1,17,10.5,0.096,0.016,0.007,0.154
Auburn,"4 Johnson, Ronnie G",f,32,2,16.4,24.2,108.6,109.7,0.529,0.493,28.6,31.4,3.2,8.4,5.3,0.289,0.023,0.000,0.135
Auburn,"5 Wiley, Austin C",f,23,22,18,24.2,102.5,106.7,0.577,0.584,91.2,0,13.3,14.5,12.7,0.025,0.007,0.080,0.190
Auburn,"6 Harper, Jared G",f,32,30,24.2,23,111.2,109.3,0.546,0.485,54.1,58.1,1.4,7.2,3.9,0.230,0.026,0.003,0.128
Auburn,"7 Dunans, T.J. G",f,31,11,24.3,22.6,83.4,106.1,0.432,0.415,19.6,26.6,2.1,13.2,7,0.191,0.022,0.031,0.197
Auburn,"8 Purifoy, Danjel F",f,29,25,28.7,18.4,114.6,106,0.586,0.518,37.3,65.6,3.6,13.9,8,0.111,0.027,0.006,0.137
Auburn,"9 Brown, Bryce G",f,28,13,21.1,17.8,104.7,108.7,0.523,0.508,14.3,74.1,2.1,7.8,4.5,0.107,0.026,0.011,0.115
Auburn,"10 Spencer, Horace F",f,19,12,16.3,15,104.6,101.7,0.562,0.561,54.5,1.5,7.9,14.5,10.2,0.059,0.025,0.097,0.180
Auburn,"11 McLemore, Anfernee F",f,32,1,15.1,14.9,122.2,102.4,0.688,0.688,57.4,1,11.9,19.8,14.4,0.020,0.015,0.082,0.181
Auburn,"12 Smith, LaRon F",f,24,3,12,11.9,103.7,106.5,0.545,0.533,64.4,0,10.7,10.5,9.7,0.036,0.013,0.086,0.217
Auburn,"13 Lang, TJ G",f,29,9,16.4,11.8,115.9,112,0.599,0.568,44.3,86.4,3.6,7.9,5.2,0.050,0.011,0.004,0.132
Auburn,"14 Tate, Trey F",f,2,0,2,11.6,-,117.6,0,0,0,100,0,0,0,0.000,0.000,0.000,0.000
Auburn,"15 Waddell, Devin F",f,11,0,6.8,6.4,83.9,115.2,0.478,0.5,50,66.7,1.4,7.2,3.9,0.062,0.000,0.000,0.291
Auburn,"16 Blackstock, Cole F",f,3,0,1.3,0,-,92.9,-,-,-,-,0,53.7,24.3,0.000,0.000,0.000,-
Auburn,"16 Cohen, Mike G",f,2,0,2,0,-,118.7,-,-,-,-,0,0,0,0.375,0.000,0.000,-
Mississippi State,"1 Davis, Drew G",f,6,0,2,41.6,-,102.3,0.688,0.688,0,50,9.4,0,4.3,0.546,0.048,0.000,0.200
Mississippi State,"2 Strugg, Joe F",f,6,0,2.5,26.6,-,103,0.375,0.375,0,75,0,21.9,10.3,0.000,0.000,0.000,0.500
Mississippi State,"3 Weatherspoon, Quinndary G",f,29,29,31.9,26,108.6,99.9,0.572,0.533,30.1,34.1,4.9,12.7,8.2,0.127,0.031,0.009,0.133
Mississippi State,"4 Peters, Lamar G",f,30,17,24.6,24.8,101.8,102.7,0.537,0.498,28.2,60.5,1.8,8.3,4.7,0.274,0.026,0.007,0.185
Mississippi State,"5 Stapleton, Xavian G",f,23,5,16.7,21.9,105.3,98.5,0.553,0.527,34.1,41.9,7,11.9,8.8,0.037,0.033,0.027,0.124
Mississippi State,"6 Holman, Aric F",f,32,26,23.3,19.8,101.1,95.9,0.553,0.524,35.7,23.3,8.6,19.9,13.3,0.054,0.016,0.090,0.182
Mississippi State,"7 Kegler, Mario G",f,32,31,28.2,19.4,98.4,101.8,0.533,0.5,34.9,46,4.6,16.7,10,0.079,0.014,0.009,0.171
Mississippi State,"8 Carter, Tyson G",f,32,12,20.2,18.5,108.5,104.1,0.53,0.502,15.6,57.8,0.9,8.5,4.4,0.067,0.020,0.007,0.058
Mississippi State,"9 Ready, I.J. G",f,28,20,28.6,16.7,103.9,101.6,0.513,0.449,30.9,23.4,1.1,9.3,4.9,0.294,0.032,0.001,0.202
Mississippi State,"10 Herard, Schnider F",f,32,19,18.6,16.4,95.7,103.1,0.553,0.549,101,0,11,18.6,13.7,0.022,0.003,0.014,0.246
Mississippi State,"11 Singleton, Nick G",f,7,0,3.9,14.8,-,100.6,0.357,0.357,0,57.1,4.2,12.1,7.6,0.131,0.021,0.039,0.125
Mississippi State,"12 Wright, Eli G",f,30,1,13.1,12.4,114.8,104.4,0.643,0.61,45.6,39.7,4,9.2,6.2,0.033,0.016,0.008,0.164
Mississippi State,"13 Washington, Miles C",f,6,0,2.2,11.5,-,107.5,0.333,0.333,0,33.3,0,0,0,0.000,0.000,0.081,0.000
Mississippi State,"14 Datcher, E.J. C",f,31,0,7.4,9.8,84.6,97.2,0.431,0.406,28.1,0,6.4,16.3,10.6,0.008,0.015,0.083,0.200
LSU,"1 Blakeney, Antonio G",f,31,30,32.9,25.3,108,116.9,0.555,0.52,30,34.9,3.4,12.8,7.4,0.107,0.011,0.003,0.118
LSU,"2 Victor II, Craig F",f,8,5,25.3,24.5,97.7,108.8,0.456,0.405,38,2.5,12.3,21,15.3,0.075,0.027,0.026,0.115
LSU,"3 Reath, Duop F",f,31,30,27.7,22.5,101,112.6,0.543,0.528,25.3,11.4,8.2,16.6,11.4,0.058,0.010,0.057,0.160
LSU,"4 Mays, Skylar G",f,31,25,22.9,20.6,101.6,114,0.535,0.463,42.1,31.7,2.4,8.3,4.9,0.278,0.031,0.003,0.224
LSU,"5 Robinson III, Elbert C",f,22,1,6.4,20.6,84.5,113,0.564,0.607,103.6,0,10,14.3,11.2,0.076,0.012,0.045,0.329
LSU,"6 Sampson, Brandon G",f,31,26,27.5,20.1,107.3,116.8,0.6,0.551,39.2,45.1,2.3,10.2,5.7,0.090,0.012,0.017,0.174
LSU,"7 Epps, Aaron F",f,30,19,17.2,18.8,103.3,115.2,0.568,0.542,29.9,22.2,11.6,16.9,13.1,0.046,0.005,0.023,0.201
LSU,"8 Patterson, Jalyn G",f,31,10,22.3,16.4,94.3,112.4,0.484,0.465,18.7,58.5,2.2,12.9,6.9,0.227,0.031,0.005,0.226
LSU,"9 Sims, Wayde F",f,31,5,19,16.4,109.5,112.7,0.582,0.549,28.1,22.2,7.2,14.8,10.1,0.052,0.021,0.025,0.157
LSU,"10 Jenkins, Branden G",f,18,2,8.4,16.2,64,117.4,0.268,0.25,27.5,32.5,1.4,5.9,3.3,0.114,0.018,0.007,0.135
LSU,"11 Bridgewater, Brian F",f,23,1,4.5,13.9,101.2,116.3,0.54,0.476,33.3,0,7.4,11.9,8.9,0.049,0.011,0.010,0.199
LSU,"12 Graves, Marshall G",f,15,0,3.2,13.2,49.7,117.9,0.194,0.111,33.3,66.7,2.3,9.3,5.3,0.094,0.012,0.000,0.225
LSU,"13 Vial, Reed G",f,7,0,1,12.7,-,118.6,0.568,-,-,-,0,15.9,7.2,0.000,0.000,0.000,0.532
LSU,"14 Hayward, Kieran G",f,26,0,8.2,11.3,85.2,117,0.339,0.322,11.1,68.9,4.6,10.4,6.9,0.058,0.010,0.015,0.078
LSU,"15 Eddlestone, Brandon F",f,12,1,8.3,9,123.1,118.8,0.571,0.571,28.6,28.6,16.4,12.4,13.3,0.016,0.000,0.011,0.160
Missouri,"1 Glassman, Trevor G",f,6,1,2.2,30.4,-,83.7,0,0,0,83.3,7.8,25.6,14.8,0.133,0.089,0.000,0.250
Missouri,"2 Hughes, Frankie G",f,30,11,19.3,27.6,80.7,104.5,0.404,0.383,20.4,64.6,2.5,12.3,6.5,0.137,0.019,0.004,0.121
Missouri,"3 Puryear, Kevin F",f,32,32,29.6,22.7,97.3,105.2,0.497,0.44,38.7,19.2,6.2,15.6,9.7,0.073,0.007,0.012,0.129
Missouri,"4 Barnett, Jordan F",f,23,13,27.4,22.4,106.6,103.7,0.551,0.515,23.8,51.9,6.8,15.9,10.1,0.053,0.013,0.019,0.105
Missouri,"5 Phillips, Terrence G",f,32,23,28.3,21.7,99.3,101.6,0.524,0.462,37.2,54.4,0.8,13.5,6.2,0.336,0.028,0.005,0.199
Missouri,"6 Walton, K.J. G",f,32,17,19,21.4,95,101.4,0.471,0.409,66.3,13.1,7.4,11.3,8.4,0.110,0.035,0.000,0.141
Missouri,"7 Geist, Jordan G",f,32,14,22.1,18.3,99.9,104.4,0.504,0.423,51.6,42.3,1.4,13.3,6.5,0.184,0.018,0.000,0.145
Missouri,"8 Smith, Mitchell F",f,11,0,7.5,18,88.6,97.1,0.561,0.588,82.4,0,3.7,21.4,11,0.053,0.021,0.056,0.232
Missouri,"9 Woods, Russell F",f,32,32,22.2,16.4,104.7,106.8,0.529,0.483,75.5,0,10.2,10.5,9.4,0.036,0.009,0.008,0.145
Missouri,"10 Rau, Brett G",f,5,0,1.4,14.1,-,96.3,0,0,0,0,29.1,0,13.8,0.000,0.082,0.000,0.500
Missouri,"11 Nikko, Reed F",f,28,0,10.5,13.1,103.9,100.3,0.523,0.509,45.5,0,8.3,14.7,10.3,0.071,0.016,0.076,0.154
Missouri,"12 VanLeer, Cullen G",f,32,17,23.7,12.8,101.7,106.4,0.528,0.5,15,82.5,0.8,7.5,3.6,0.111,0.017,0.012,0.132
Missouri,"13 Wolf, Adam F",f,10,0,2.2,11.2,-,107.9,0.2,0.2,0,40,13.9,0,6.6,0.000,0.026,0.000,0.000
Missouri,"14 Kemp, Jakoby F",f,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Arizona,"1 Trier, Allonzo G",f,18,13,31.9,25.4,123.8,100.8,0.622,0.545,58.6,43.9,1.1,17.7,9.3,0.166,0.007,0.004,0.111
Arizona,"2 Ristic, Dusan C",f,36,34,22.8,23.5,117.2,99.2,0.591,0.558,27.5,0.7,9.9,18.3,13.3,0.042,0.008,0.021,0.106
Arizona,"3 Markkanen, Lauri F",f,37,37,30.8,22.3,132.6,99.8,0.643,0.584,43.6,43.4,10,17.5,13,0.056,0.008,0.018,0.082
Arizona,"4 Simmons, Kobi G",f,37,19,23.5,21.9,104.5,103.1,0.504,0.452,31.7,34.9,1.9,6,3.8,0.157,0.017,0.004,0.126
Arizona,"5 Alkins, Rawle G",f,37,36,28,21.2,111.9,98.8,0.572,0.534,32.7,38.5,7.1,13.6,9.8,0.140,0.019,0.018,0.159
Arizona,"6 DesJardins, Jake F",f,7,0,1.7,21.2,44.8,104.9,0.347,0,100,0,0,9.3,4.6,0.000,0.000,0.000,0.410
Arizona,"7 Cruz, Paulo G",f,8,0,2.6,19.9,-,103.1,0,0,0,50,0,16,8,0.000,0.000,0.000,0.500
Arizona,"8 Allen, Kadeem G",f,34,33,30,18,110.1,95.8,0.578,0.521,49.2,31.8,1.5,13.7,7.5,0.179,0.032,0.023,0.185
Arizona,"9 Comanche, Chance C",f,37,2,18.1,17.6,113,100.8,0.615,0.571,47.4,0,7.7,15.5,11,0.037,0.005,0.023,0.168
Arizona,"10 Jackson-Cartwright, Parker G",f,31,10,24.9,13.4,118.7,99,0.581,0.541,40.6,53.4,1.7,9.6,5.5,0.280,0.029,0.006,0.207
Arizona,"11 Pinder, Keanu F",f,35,1,12,12.1,97.4,93.5,0.569,0.546,61.1,7.4,9.9,18.1,13.2,0.044,0.023,0.057,0.297
Arizona,"12 Jones, Kory G",f,4,0,1.8,7.5,-,100.5,1.5,1.5,0,100,0,0,0,0.000,0.000,0.157,0.000
Arizona,"13 Trillo, Tyler G",f,8,0,3.9,6.7,-,109.6,0,0,0,100,0,0,0,0.195,0.000,0.000,0.250
Oregon,"1 Brooks, Dillon F",f,35,27,25.3,31.5,114.6,98,0.591,0.556,29.9,33.6,4.9,9.6,6.8,0.231,0.025,0.020,0.131
Oregon,"2 Gross, Evan G",f,2,0,2,25.4,-,97,1.5,1.5,0,100,0,27.3,13.4,0.000,0.000,0.000,0.500
Oregon,"3 Boucher, Chris F",f,31,12,23.5,23.5,116.7,91.6,0.597,0.591,31.6,38.3,9.2,20.1,13.8,0.035,0.010,0.118,0.095
Oregon,"4 Dorsey, Tyler G",f,39,39,30,22.8,119.1,101.4,0.612,0.575,34.3,51.4,3.5,9.5,6.2,0.107,0.015,0.004,0.112
Oregon,"5 Smith, Keith F",f,27,0,6.4,18.9,101.7,97.6,0.484,0.469,27.1,35.4,7.8,9.4,8,0.169,0.024,0.031,0.170
Oregon,"6 Ennis, Dylan G",f,39,39,31.7,18.8,109.7,98.1,0.55,0.507,33.9,44,2.8,12.7,7.4,0.166,0.021,0.015,0.155
Oregon,"7 Sorkin, Roman F",f,23,0,8,18.8,127.6,99.8,0.608,0.547,30.2,39.6,12.1,14.8,12.5,0.115,0.000,0.047,0.118
Oregon,"8 Bigby-Williams, Kavell F",f,37,1,9.8,17.9,103.6,93.8,0.523,0.455,85.7,0,11.3,21.1,15.2,0.032,0.005,0.084,0.172
Oregon,"9 Bell, Jordan F",f,39,38,28.9,17.8,123.1,88.9,0.666,0.641,43.5,5.2,12.3,22.3,16.3,0.114,0.026,0.085,0.190
Oregon,"10 Pritchard, Payton G",f,39,35,28.3,15.1,111.3,98.8,0.53,0.496,25.8,58.6,2.6,10.7,6.3,0.209,0.024,0.003,0.171
Oregon,"11 Benson, Casey G",f,39,4,20.9,12.2,117,102,0.595,0.553,34,56,2,7,4.3,0.144,0.018,0.000,0.173
Oregon,"12 Noebel, Charlie G",f,14,0,2.2,11.5,-,98.4,0.3,0.3,0,80,0,14.1,6.9,0.000,0.019,0.000,0.286
UCLA,"1 Smith, Jerrold G",f,13,0,1.9,26.6,58.2,103.8,0.295,0.273,18.2,18.2,0,0,0,0.056,0.044,0.000,0.144
UCLA,"2 Dodson, Armani G",f,1,0,2,24,-,114.6,1,1,0,0,61.1,0,25.6,0.000,0.000,0.000,0.000
UCLA,"3 Hamilton, Isaac G",f,36,36,30,23.2,108.1,107.3,0.562,0.54,13.4,47.4,3.4,9,6.1,0.139,0.013,0.005,0.136
UCLA,"4 Holiday, Aaron G",f,36,0,26.4,22.5,114.1,104.6,0.616,0.571,35.9,41.7,1.5,9.5,5.6,0.244,0.023,0.006,0.196
UCLA,"5 Leaf, TJ F",f,35,35,29.9,22,129.7,100.9,0.665,0.652,27.8,15.2,9.1,19.7,14,0.132,0.011,0.035,0.108
UCLA,"6 Alford, Bryce G",f,36,36,33,19.1,127.7,109.4,0.636,0.597,30.2,69.8,1.1,6.5,3.8,0.111,0.009,0.004,0.074
UCLA,"7 Anigbogu, Ike F-C",f,29,0,13,18.3,108.4,98.2,0.571,0.564,42.6,0,13.3,19.9,15.9,0.023,0.007,0.088,0.167
UCLA,"8 Ball, Lonzo G",f,36,36,35.1,18.1,130.3,100.5,0.679,0.668,28.6,56.6,3.2,14.3,8.8,0.314,0.029,0.021,0.187
UCLA,"9 Welsh, Thomas C",f,32,32,25.1,17.5,133.1,98.3,0.619,0.587,18.2,0.4,10.7,25.5,17.7,0.061,0.008,0.051,0.048
UCLA,"10 Goloman, Gyorgy F",f,35,5,11.5,15.6,113.6,97,0.605,0.586,35.5,10.8,7.9,14.5,10.9,0.081,0.029,0.068,0.176
UCLA,"11 Wulff, Isaac G",f,5,0,2,13.8,177,109.8,0.868,1,100,0,12.2,9.9,10.3,0.000,0.000,0.000,0.000
UCLA,"12 Wulff, Alec G",f,13,0,1.8,12,-,107.3,0.5,0.5,0,100,0,4.1,2.1,0.055,0.023,0.000,0.000
UCLA,"13 Okwarabizie, Ikenna C",f,12,0,2.6,11.8,37,101.6,0.216,0,300,0,3.9,19.1,11.6,0.000,0.018,0.000,0.393
Utah,"1 Bonam, Lorenzo G",f,32,29,29.8,19.3,120.1,97.5,0.675,0.633,41.8,34.7,2.2,9.3,5.5,0.179,0.027,0.012,0.191
Utah,"1 Johnson, Jayce F-C",f,32,6,12.3,18.3,101.2,92.9,0.551,0.565,57.6,0,13.6,26.5,18.7,0.017,0.006,0.052,0.195
Utah,"1 Rawson, Tyler F",f,32,8,19.5,17.3,108.3,96.3,0.553,0.51,43.2,43.8,6.8,14.6,10,0.154,0.018,0.028,0.195
Utah,"1 Zamora, JoJo G",f,32,20,20,18,105.7,100.8,0.577,0.545,21,50.6,1.7,6.3,3.8,0.091,0.016,0.013,0.165
Utah,"5 Van Dyke, Parker G",f,31,11,16.5,15,109.4,99,0.508,0.507,9.6,63.2,0.7,11.8,6,0.123,0.018,0.006,0.078
Utah,"6 Daniels, Devon G",f,29,26,26.9,18.2,113.9,96.9,0.632,0.606,32.3,17.7,4,15.2,9.1,0.172,0.018,0.017,0.201
Utah,"6 Kuzma, Kyle F",f,29,29,30.8,26.8,114.5,95.8,0.571,0.542,35.2,23.3,11.3,23.3,16.1,0.152,0.012,0.016,0.129
Utah,"8 Bealer, Gabe G-F",f,28,6,12.1,15.6,106.1,98.7,0.571,0.554,14.3,66.7,2.6,14.3,8,0.062,0.015,0.006,0.152
Utah,"9 Barefield, Sedrick G",f,24,3,23.7,20.9,102.5,100.7,0.557,0.515,33.9,50,1.8,6.9,4.1,0.137,0.019,0.000,0.186
Utah,"10 Collette, David F",f,22,22,25.4,24.9,116.9,95.8,0.617,0.601,38.5,1.4,8.7,14.5,10.8,0.082,0.018,0.037,0.123
Utah,"11 Connor, Jake G",f,14,0,5.4,14.8,120.4,100.2,0.643,0.658,5.3,89.5,0,5.8,2.8,0.130,0.023,0.000,0.134
Utah,"12 Jokl, Jakub F-C",f,12,0,3.8,14.7,102.4,88.7,0.618,0.571,114.3,0,2.7,33.4,17.4,0.034,0.000,0.089,0.222
Utah,"13 Reininger, Marc F",f,11,0,2.9,12.5,-,104,0.5,0.5,0,0,11.7,3.4,6.7,0.000,0.000,0.032,0.500
Utah,"14 Rydalch, Beau G",f,10,0,3.4,16,66.5,99.2,0.254,0.143,28.6,57.1,14.6,12.9,12.5,0.042,0.017,0.000,0.276
USC,"1 Boatwright, Bennie F",f,19,18,27.6,25.2,120.8,109.2,0.613,0.545,37.3,64.2,6.4,12,8.6,0.120,0.009,0.014,0.114
USC,"2 Metu, Chimezie F",f,36,36,31.3,23,113.6,102.4,0.603,0.553,47.5,0.5,7.5,20.3,13,0.089,0.014,0.049,0.147
USC,"3 Henderson, Harrison F",f,13,0,3.8,21.3,90.4,96.8,0.441,0.429,85.7,35.7,2.3,24.3,12.5,0.070,0.023,0.081,0.094
USC,"4 Aaron, Shaqquan G",f,36,20,20.8,20.2,104.2,109.1,0.515,0.472,32.3,47.4,4.8,12,7.8,0.099,0.011,0.008,0.123
USC,"5 Stewart, Elijah G",f,36,32,29.8,20,114.3,107.2,0.564,0.541,22.7,56.6,4.9,9.9,6.9,0.075,0.016,0.040,0.086
USC,"6 McLaughlin, Jordan G",f,36,36,34.1,19.8,116,107.7,0.575,0.525,33.7,33.1,2.7,8.9,5.4,0.296,0.025,0.003,0.165
USC,"7 Mathews, Jonah G",f,35,3,20.4,18.7,104.6,108.1,0.496,0.466,23.3,57,2.3,7.7,4.7,0.100,0.025,0.003,0.082
USC,"8 Melton, De'Anthony G",f,36,25,27,17.6,109.7,99.8,0.538,0.483,47.2,32,6,13.7,9.1,0.225,0.041,0.039,0.187
USC,"9 Rakocevic, Nick F",f,36,8,14.9,17.2,117.1,105.7,0.608,0.563,66.4,0,12.9,15.2,13,0.054,0.010,0.043,0.168
USC,"10 Dhillon, Samer F",f,7,0,1.3,16.7,-,106.7,0.5,0.5,0,66.7,0,24.6,11.6,0.000,0.000,0.000,0.000
USC,"11 Karis, Kurt G",f,13,0,1.8,15,86.7,116.7,0.773,0.667,66.7,0,5,0,2.3,0.000,0.000,0.000,0.436
USC,"12 Buggs, Charles F",f,24,2,8.8,11.5,119.7,101.8,0.701,0.681,25,38.9,4.9,17.2,10.3,0.033,0.022,0.048,0.184
USC,"13 Fleming, Devin G",f,4,0,1.5,8.3,-,79.5,0,0,0,0,0,36.9,17.4,0.000,0.097,0.000,0.000
California,"1 Chauca, Brandon G",f,1,0,1,51.6,-,104.6,0,0,0,100,0,0,0,0.000,0.000,0.000,0.000
California,"2 King, Derek G",f,1,0,1,51.6,-,105.9,0,0,0,100,0,0,0,0.000,0.000,0.000,0.000
California,"3 Coleman, Don F",f,27,1,11.4,27.6,86.1,99.4,0.449,0.393,50.9,17.9,5.2,9.9,6.9,0.108,0.008,0.003,0.170
California,"4 Moore, Charlie G",f,34,34,28.8,26.6,96.4,97.9,0.51,0.453,37.6,36.8,1.4,6.3,3.6,0.274,0.023,0.000,0.196
California,"5 Bird, Jabari G",f,27,25,32,23.5,106.3,97.3,0.565,0.542,17.3,56,3.5,13.2,7.7,0.077,0.013,0.008,0.127
California,"6 Rabb, Ivan F",f,31,30,32.6,23.5,108.6,90.8,0.55,0.497,59.9,6.4,10.7,25.6,16.7,0.109,0.013,0.033,0.145
California,"7 Davis, Roman F",f,15,0,3.3,22.3,79.6,98,0.391,0.412,29.4,5.9,7.1,18.4,11.7,0.000,0.000,0.000,0.094
California,"8 Welle, Cole F",f,12,0,4.2,22,117.8,92.3,0.516,0.55,15,10,20.8,22.5,19.8,0.000,0.012,0.022,0.000
California,"9 Mullins, Grant G",f,32,25,31.2,16.3,116.2,97.1,0.594,0.563,22.1,65.2,0.8,10.8,5.4,0.134,0.019,0.003,0.120
California,"10 Domingo, Stephen G",f,31,4,13.5,15.6,78.6,94.8,0.307,0.278,31.1,67,3.6,14.3,8.2,0.081,0.015,0.028,0.047
California,"11 Rooks, Kameron C",f,24,10,17.1,15.3,112.3,93.4,0.582,0.547,80,0,11.8,17.8,13.6,0.040,0.006,0.058,0.165
California,"12 Singer, Sam G",f,34,9,20.1,15.2,94,95.1,0.478,0.472,27.1,26.4,2,14.5,7.6,0.197,0.021,0.003,0.195
California,"13 Moute a Bidias, Roger F",f,30,8,11.9,15,95.3,98.4,0.477,0.373,47.9,49.3,5.8,11.3,7.9,0.048,0.009,0.012,0.173
California,"14 Okoroh, Kingsley C",f,34,24,21.2,13.8,101,89.2,0.521,0.504,44.1,0,11.5,18.1,13.6,0.087,0.010,0.111,0.217
California,"15 Hamilton, Nick G",f,12,0,3,12.7,74.5,104.1,0.291,0.25,33.3,83.3,9.6,3.1,5.8,0.100,0.000,0.000,0.225
California,"16 Kurdoghlian, Koko G",f,5,0,1.8,10.8,63.8,105.3,0.266,0,200,0,0,0,0,0.000,0.000,0.000,0.000
Colorado,"1 Repine, Josh G",f,7,0,1.3,27.7,-,115,0,0,0,25,0,0,0,0.000,0.000,0.000,0.200
Colorado,"2 White, Derrick G",f,34,33,32.8,25.2,123.2,103.4,0.635,0.578,45,35.6,3.5,10.5,6.4,0.286,0.022,0.049,0.143
Colorado,"3 Johnson, Xavier G-F",f,32,31,28,25.1,115.7,105.1,0.585,0.548,46.9,30.4,6.8,17.1,10.9,0.079,0.011,0.014,0.102
Colorado,"4 King, George G",f,34,32,27.7,20.8,106.7,104.8,0.561,0.538,26.2,41.4,7.9,19.5,12.6,0.053,0.010,0.008,0.145
Colorado,"5 Collier, Dominique G",f,25,15,18.5,19.4,99.3,105.7,0.497,0.438,38.5,60,1.4,5.4,3.1,0.156,0.030,0.007,0.156
Colorado,"6 Miller, Tory F",f,32,3,15.8,18.7,106.4,103.7,0.551,0.54,45.6,2.2,8.3,19.9,12.9,0.063,0.010,0.015,0.142
Colorado,"7 Fortune, Josh G",f,34,17,20.3,17.7,100,106.6,0.506,0.441,31.5,57.3,3.7,13.1,7.7,0.133,0.011,0.016,0.175
Colorado,"8 Peters, Bryce G",f,24,1,15.8,17.7,97.5,108.4,0.479,0.456,35.3,38.2,2,7.8,4.5,0.117,0.016,0.003,0.126
Colorado,"9 Akyazili, Thomas G",f,30,1,10.4,16.1,75.7,107,0.346,0.3,35.4,32.3,2.8,7.9,4.9,0.212,0.019,0.011,0.257
Colorado,"10 Siewert, Lucas F",f,32,3,11.5,16,92.3,107.7,0.425,0.405,14.7,48.4,7.5,12.9,9.4,0.072,0.008,0.012,0.144
Colorado,"11 Brown, Deleon G",f,31,3,12,15.6,98.9,109.1,0.501,0.46,31,58.6,2.4,4.3,3.1,0.086,0.017,0.009,0.147
Colorado,"12 Gordon, Wesley F",f,32,31,24.6,14.8,115.1,101.4,0.566,0.519,54.5,3.9,10.3,18.7,13.3,0.144,0.011,0.068,0.180
Colorado,"13 Lombard, Mitch G",f,7,0,1.3,11.1,-,110.1,0,0,0,0,0,12.6,5.7,0.343,0.000,0.000,0.500
Arizona State,"1 Graham, Torian G",f,33,22,34.7,25,109.9,114.8,0.571,0.554,10.9,54.4,1.8,12.2,6.2,0.072,0.015,0.011,0.076
Arizona State,"2 Holder, Tra G",f,33,33,35.6,22.8,112.3,116.9,0.562,0.492,50.5,32.1,3.4,8.2,5.2,0.172,0.014,0.001,0.122
Arizona State,"3 Evans II, Shannon G",f,33,33,35.7,21.2,112.4,115,0.555,0.503,30.6,51.3,1.5,9.2,4.7,0.229,0.020,0.007,0.122
Arizona State,"4 Oleka, Obinna F",f,33,32,32.9,20.7,105.3,108.9,0.524,0.466,44.5,29,9.6,24.5,15.3,0.065,0.017,0.027,0.138
Arizona State,"5 Jackson, Romaine G",f,4,0,1.3,19.7,-,123.4,-,-,-,-,21.2,0,10.1,0.000,0.000,0.000,1.000
Arizona State,"6 Justice, Kodi G",f,33,26,31.1,15,107.6,113.1,0.583,0.555,23.4,64.3,1.3,9.2,4.7,0.136,0.024,0.020,0.170
Arizona State,"7 Adams, Andre F-C",f,14,0,5.7,10.9,123.4,112.6,0.649,0.75,50,0,11.9,13.1,11.4,0.045,0.007,0.069,0.170
Arizona State,"8 Tshisumpa, Jethro F",f,26,5,7.4,9.7,86.8,107.3,0.417,0.423,34.6,0,8.8,13.9,10.3,0.000,0.012,0.142,0.211
Arizona State,"9 Vila, Ramon F",f,33,4,12.3,9.3,130.9,116.8,0.664,0.647,64.7,5.9,9.9,8,8.2,0.008,0.007,0.022,0.144
Arizona State,"10 Witherill, Austin G",f,17,0,1.5,9.2,59.6,120.1,0.205,0,50,100,0,8.9,3.9,0.057,0.000,0.000,0.000
Arizona State,"11 O'Field, Maurice G",f,11,0,4.3,8.4,-,117.6,0.571,0.571,0,14.3,6.8,7.4,6.5,0.145,0.012,0.000,0.125
Arizona State,"12 Fogerty, Grant G",f,2,0,1,0,-,123.4,-,-,-,-,0,0,0,0.000,0.000,0.000,-
Arizona State,"12 Odionu, Chris G",f,2,0,1,0,-,121.1,-,-,-,-,0,0,0,0.000,0.000,0.000,-
